"","database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","support_type","pubmed_id","type"
"5590","tarbase","MIMAT0000099","hsa-miR-101-3p","RNASE4","6038","ENSG00000258818","Degradome sequencing","positive","","validated"
"5591","tarbase","MIMAT0000099","hsa-miR-101-3p","ROBO2","6092","ENSG00000185008","Degradome sequencing","positive","","validated"
"5592","tarbase","MIMAT0000099","hsa-miR-101-3p","RORB","6096","ENSG00000198963","Degradome sequencing","negative","","validated"
"5593","tarbase","MIMAT0000099","hsa-miR-101-3p","RPA2","6118","ENSG00000117748","Degradome sequencing","positive","","validated"
"5594","tarbase","MIMAT0000099","hsa-miR-101-3p","RPL3","6122","ENSG00000100316","Degradome sequencing","positive","","validated"
"5595","tarbase","MIMAT0000099","hsa-miR-101-3p","RPL15","6138","ENSG00000174748","Degradome sequencing","positive","","validated"
"5596","tarbase","MIMAT0000099","hsa-miR-101-3p","MRPS12","6183","ENSG00000128626","Degradome sequencing","positive","","validated"
"5597","tarbase","MIMAT0000099","hsa-miR-101-3p","RPS6KA2","6196","ENSG00000071242","Degradome sequencing","positive","","validated"
"5598","tarbase","MIMAT0000099","hsa-miR-101-3p","RPS25","6230","ENSG00000118181","Degradome sequencing","negative","","validated"
"5599","tarbase","MIMAT0000099","hsa-miR-101-3p","SORT1","6272","ENSG00000134243","Degradome sequencing","positive","","validated"
"5600","tarbase","MIMAT0000099","hsa-miR-101-3p","S100P","6286","ENSG00000163993","Degradome sequencing","positive","","validated"
"5601","tarbase","MIMAT0000099","hsa-miR-101-3p","SAA1","6288","ENSG00000173432","Degradome sequencing","negative","","validated"
"5602","tarbase","MIMAT0000099","hsa-miR-101-3p","SC5D","6309","ENSG00000109929","Degradome sequencing","positive","","validated"
"5603","tarbase","MIMAT0000099","hsa-miR-101-3p","SCN2A","6326","ENSG00000136531","Degradome sequencing","positive","","validated"
"5604","tarbase","MIMAT0000099","hsa-miR-101-3p","SCP2","6342","ENSG00000116171","Degradome sequencing","negative","","validated"
"5605","tarbase","MIMAT0000099","hsa-miR-101-3p","CCL20","6364","ENSG00000115009","Degradome sequencing","negative","","validated"
"5606","tarbase","MIMAT0000099","hsa-miR-101-3p","SDCBP","6386","ENSG00000137575","Degradome sequencing","negative","","validated"
"5607","tarbase","MIMAT0000099","hsa-miR-101-3p","SH3GL2","6456","ENSG00000107295","Degradome sequencing","positive","","validated"
"5608","tarbase","MIMAT0000099","hsa-miR-101-3p","SLC1A1","6505","ENSG00000106688","Degradome sequencing","negative","","validated"
"5609","tarbase","MIMAT0000099","hsa-miR-101-3p","SLC3A2","6520","ENSG00000168003","Degradome sequencing","positive","","validated"
"5610","tarbase","MIMAT0000099","hsa-miR-101-3p","SLC9A1","6548","ENSG00000090020","Degradome sequencing","positive","","validated"
"5611","tarbase","MIMAT0000099","hsa-miR-101-3p","SLC12A2","6558","ENSG00000064651","Degradome sequencing//Degradome sequencing","positive","","validated"
"5612","tarbase","MIMAT0000099","hsa-miR-101-3p","SMARCA1","6594","ENSG00000102038","Degradome sequencing//Degradome sequencing","positive","","validated"
"5613","tarbase","MIMAT0000099","hsa-miR-101-3p","SMN1","6606","ENSG00000172062","Degradome sequencing","positive","","validated"
"5614","tarbase","MIMAT0000099","hsa-miR-101-3p","SNRPB2","6629","ENSG00000125870","Degradome sequencing","negative","","validated"
"5615","tarbase","MIMAT0000099","hsa-miR-101-3p","SNRPN","6638","ENSG00000128739","Degradome sequencing","positive","","validated"
"5616","tarbase","MIMAT0000099","hsa-miR-101-3p","SNTB2","6645","ENSG00000168807","Degradome sequencing","positive","","validated"
"5617","tarbase","MIMAT0000099","hsa-miR-101-3p","SOD1","6647","ENSG00000142168","Degradome sequencing","positive","","validated"
"5618","tarbase","MIMAT0000099","hsa-miR-101-3p","SOX9","6662","ENSG00000125398","Degradome sequencing//Degradome sequencing","positive","","validated"
"5619","tarbase","MIMAT0000099","hsa-miR-101-3p","SOX11","6664","ENSG00000176887","Degradome sequencing","positive","","validated"
"5620","tarbase","MIMAT0000099","hsa-miR-101-3p","SQLE","6713","ENSG00000104549","Degradome sequencing//Degradome sequencing","positive","","validated"
"5621","tarbase","MIMAT0000099","hsa-miR-101-3p","SRP19","6728","ENSG00000153037","Degradome sequencing","positive","","validated"
"5622","tarbase","MIMAT0000099","hsa-miR-101-3p","SSR3","6747","ENSG00000114850","Degradome sequencing","positive","","validated"
"5623","tarbase","MIMAT0000099","hsa-miR-101-3p","NEK4","6787","ENSG00000114904","Degradome sequencing","positive","","validated"
"5624","tarbase","MIMAT0000099","hsa-miR-101-3p","TAF1","6872","ENSG00000147133","Degradome sequencing","positive","","validated"
"5625","tarbase","MIMAT0000099","hsa-miR-101-3p","TAF5","6877","ENSG00000148835","Degradome sequencing","negative","","validated"
"5626","tarbase","MIMAT0000099","hsa-miR-101-3p","TBL1X","6907","ENSG00000101849","Degradome sequencing","positive","","validated"
"5627","tarbase","MIMAT0000099","hsa-miR-101-3p","TCEA3","6920","ENSG00000204219","Degradome sequencing","positive","","validated"
"5628","tarbase","MIMAT0000099","hsa-miR-101-3p","TCF4","6925","ENSG00000196628","Degradome sequencing","positive","","validated"
"5629","tarbase","MIMAT0000099","hsa-miR-101-3p","PPP1R11","6992","ENSG00000204619","Degradome sequencing","positive","","validated"
"5630","tarbase","MIMAT0000099","hsa-miR-101-3p","TGIF1","7050","ENSG00000177426","Degradome sequencing","positive","","validated"
"5631","tarbase","MIMAT0000099","hsa-miR-101-3p","THBD","7056","ENSG00000178726","Degradome sequencing","negative","","validated"
"5632","tarbase","MIMAT0000099","hsa-miR-101-3p","THRB","7068","ENSG00000151090","Degradome sequencing","positive","","validated"
"5633","tarbase","MIMAT0000099","hsa-miR-101-3p","NKX2-1","7080","ENSG00000136352","Degradome sequencing","negative","","validated"
"5634","tarbase","MIMAT0000099","hsa-miR-101-3p","SEC62","7095","ENSG00000008952","Degradome sequencing","positive","","validated"
"5635","tarbase","MIMAT0000099","hsa-miR-101-3p","TNNT2","7139","ENSG00000118194","Degradome sequencing","positive","","validated"
"5636","tarbase","MIMAT0000099","hsa-miR-101-3p","TNS1","7145","ENSG00000079308","Degradome sequencing","positive","","validated"
"5637","tarbase","MIMAT0000099","hsa-miR-101-3p","TOP1","7150","ENSG00000198900","Degradome sequencing","positive","","validated"
"5638","tarbase","MIMAT0000099","hsa-miR-101-3p","TOP2B","7155","ENSG00000077097","Degradome sequencing","positive","","validated"
"5639","tarbase","MIMAT0000099","hsa-miR-101-3p","TRPC3","7222","ENSG00000138741","Degradome sequencing","negative","","validated"
"5640","tarbase","MIMAT0000099","hsa-miR-101-3p","TST","7263","ENSG00000128311","Degradome sequencing//Degradome sequencing","positive","","validated"
"5641","tarbase","MIMAT0000099","hsa-miR-101-3p","DNAJC7","7266","ENSG00000168259","Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing","positive","","validated"
"5642","tarbase","MIMAT0000099","hsa-miR-101-3p","UBE2D1","7321","ENSG00000072401","Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing","positive","","validated"
"5643","tarbase","MIMAT0000099","hsa-miR-101-3p","UBE2D2","7322","ENSG00000131508","Degradome sequencing//Degradome sequencing","positive","","validated"
"5644","tarbase","MIMAT0000099","hsa-miR-101-3p","UBE2N","7334","ENSG00000177889","Degradome sequencing","positive","","validated"
"5645","tarbase","MIMAT0000099","hsa-miR-101-3p","UBE2V2","7336","ENSG00000169139","Degradome sequencing","positive","","validated"
"5646","tarbase","MIMAT0000099","hsa-miR-101-3p","UBP1","7342","ENSG00000153560","Degradome sequencing","positive","","validated"
"5647","tarbase","MIMAT0000099","hsa-miR-101-3p","UMPS","7372","ENSG00000114491","Degradome sequencing","negative","","validated"
"5648","tarbase","MIMAT0000099","hsa-miR-101-3p","USH2A","7399","ENSG00000042781","Degradome sequencing","positive","","validated"
"5649","tarbase","MIMAT0000099","hsa-miR-101-3p","WNT6","7475","ENSG00000115596","Degradome sequencing","positive","","validated"
"5650","tarbase","MIMAT0000099","hsa-miR-101-3p","XPA","7507","ENSG00000136936","Degradome sequencing","positive","","validated"
"5651","tarbase","MIMAT0000099","hsa-miR-101-3p","ZIC3","7547","ENSG00000156925","Degradome sequencing","negative","","validated"
"5652","tarbase","MIMAT0000099","hsa-miR-101-3p","ZNF28","7576","ENSG00000198538","Degradome sequencing","negative","","validated"
"5653","tarbase","MIMAT0000099","hsa-miR-101-3p","ZNF143","7702","ENSG00000166478","Degradome sequencing","positive","","validated"
"5654","tarbase","MIMAT0000099","hsa-miR-101-3p","ZKSCAN8","7745","ENSG00000198315","Degradome sequencing","positive","","validated"
"5655","tarbase","MIMAT0000099","hsa-miR-101-3p","ZMYM2","7750","ENSG00000121741","Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing","positive","","validated"
"5656","tarbase","MIMAT0000099","hsa-miR-101-3p","ZNF207","7756","ENSG00000010244","Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing","positive","","validated"
"5657","tarbase","MIMAT0000099","hsa-miR-101-3p","EVI5","7813","ENSG00000067208","Degradome sequencing//Degradome sequencing","positive","","validated"
"5658","tarbase","MIMAT0000099","hsa-miR-101-3p","IL1R2","7850","ENSG00000115590","Degradome sequencing","negative","","validated"
"5659","tarbase","MIMAT0000099","hsa-miR-101-3p","MANF","7873","ENSG00000145050","Degradome sequencing","positive","","validated"
"5660","tarbase","MIMAT0000099","hsa-miR-101-3p","HSD17B8","7923","ENSG00000204228","Degradome sequencing","positive","","validated"
"5661","tarbase","MIMAT0000099","hsa-miR-101-3p","MFAP5","8076","ENSG00000197614","Degradome sequencing","negative","","validated"
"5662","tarbase","MIMAT0000099","hsa-miR-101-3p","CDK2AP1","8099","ENSG00000111328","Degradome sequencing","positive","","validated"
"5663","tarbase","MIMAT0000099","hsa-miR-101-3p","SLC7A5","8140","ENSG00000103257","Degradome sequencing","positive","","validated"
"5664","tarbase","MIMAT0000099","hsa-miR-101-3p","NRIP1","8204","ENSG00000180530","Degradome sequencing","positive","","validated"
"5665","tarbase","MIMAT0000099","hsa-miR-101-3p","PICALM","8301","ENSG00000073921","Degradome sequencing","positive","","validated"
"5666","tarbase","MIMAT0000099","hsa-miR-101-3p","FZD1","8321","ENSG00000157240","Degradome sequencing","negative","","validated"
"5667","tarbase","MIMAT0000099","hsa-miR-101-3p","CUL4B","8450","ENSG00000158290","Degradome sequencing","positive","","validated"
"5668","tarbase","MIMAT0000099","hsa-miR-101-3p","AP3B1","8546","ENSG00000132842","Degradome sequencing","negative","","validated"
"5669","tarbase","MIMAT0000099","hsa-miR-101-3p","PDLIM4","8572","ENSG00000131435","Degradome sequencing","positive","","validated"
"5670","tarbase","MIMAT0000099","hsa-miR-101-3p","STK16","8576","ENSG00000115661","Degradome sequencing","positive","","validated"
"5671","tarbase","MIMAT0000099","hsa-miR-101-3p","RGS20","8601","ENSG00000147509","Degradome sequencing","positive","","validated"
"5672","tarbase","MIMAT0000099","hsa-miR-101-3p","KLF7","8609","ENSG00000118263","Degradome sequencing","positive","","validated"
"5673","tarbase","MIMAT0000099","hsa-miR-101-3p","PDE8B","8622","ENSG00000113231","Degradome sequencing","positive","","validated"
"5674","tarbase","MIMAT0000099","hsa-miR-101-3p","HSD17B6","8630","ENSG00000025423","Degradome sequencing","negative","","validated"
"5675","tarbase","MIMAT0000099","hsa-miR-101-3p","TNKS","8658","ENSG00000173273","Degradome sequencing//Degradome sequencing","positive","","validated"
"5676","tarbase","MIMAT0000099","hsa-miR-101-3p","EED","8726","ENSG00000074266","Degradome sequencing","positive","","validated"
"5677","tarbase","MIMAT0000099","hsa-miR-101-3p","CDS2","8760","ENSG00000101290","Degradome sequencing","positive","","validated"
"5678","tarbase","MIMAT0000099","hsa-miR-101-3p","SUCLA2","8803","ENSG00000136143","Degradome sequencing","negative","","validated"
"5679","tarbase","MIMAT0000099","hsa-miR-101-3p","KAT2B","8850","ENSG00000114166","Degradome sequencing","positive","","validated"
"5680","tarbase","MIMAT0000099","hsa-miR-101-3p","IER3","8870","ENSG00000137331","Degradome sequencing","negative","","validated"
"5681","tarbase","MIMAT0000099","hsa-miR-101-3p","SQSTM1","8878","ENSG00000161011","Degradome sequencing","positive","","validated"
"5682","tarbase","MIMAT0000099","hsa-miR-101-3p","CCNA1","8900","ENSG00000133101","Degradome sequencing","negative","","validated"
"5683","tarbase","MIMAT0000099","hsa-miR-101-3p","AP1S2","8905","ENSG00000182287","Degradome sequencing//Degradome sequencing","positive","","validated"
"5684","tarbase","MIMAT0000099","hsa-miR-101-3p","FUBP3","8939","ENSG00000107164","Degradome sequencing","positive","","validated"
"5685","tarbase","MIMAT0000099","hsa-miR-101-3p","TAF1A","9015","ENSG00000143498","Degradome sequencing","negative","","validated"
"5686","tarbase","MIMAT0000099","hsa-miR-101-3p","SEMA5A","9037","ENSG00000112902","Degradome sequencing","negative","","validated"
"5687","tarbase","MIMAT0000099","hsa-miR-101-3p","PIAS2","9063","ENSG00000078043","Degradome sequencing","positive","","validated"
"5688","tarbase","MIMAT0000099","hsa-miR-101-3p","NMI","9111","ENSG00000123609","Degradome sequencing","positive","","validated"
"5689","tarbase","MIMAT0000099","hsa-miR-101-3p","INA","9118","ENSG00000148798","Degradome sequencing","positive","","validated"
"5690","tarbase","MIMAT0000099","hsa-miR-101-3p","RASSF9","9182","ENSG00000198774","Degradome sequencing//Degradome sequencing","positive","","validated"
"5691","tarbase","MIMAT0000099","hsa-miR-101-3p","MAGI1","9223","ENSG00000151276","Degradome sequencing","positive","","validated"
"5692","tarbase","MIMAT0000099","hsa-miR-101-3p","SRSF11","9295","ENSG00000116754","Degradome sequencing","positive","","validated"
"5693","tarbase","MIMAT0000099","hsa-miR-101-3p","COPS2","9318","ENSG00000166200","Degradome sequencing","negative","","validated"
"5694","tarbase","MIMAT0000099","hsa-miR-101-3p","RPL23","9349","ENSG00000125691","Degradome sequencing","positive","","validated"
"5695","tarbase","MIMAT0000099","hsa-miR-101-3p","LONP1","9361","ENSG00000196365","Degradome sequencing","positive","","validated"
"5696","tarbase","MIMAT0000099","hsa-miR-101-3p","KL","9365","ENSG00000133116","Degradome sequencing//Degradome sequencing","positive","","validated"
"5697","tarbase","MIMAT0000099","hsa-miR-101-3p","CIAO1","9391","ENSG00000144021","Degradome sequencing","positive","","validated"
"5698","tarbase","MIMAT0000099","hsa-miR-101-3p","CYP7B1","9420","ENSG00000172817","Degradome sequencing","negative","","validated"
"5699","tarbase","MIMAT0000099","hsa-miR-101-3p","HAND2","9464","ENSG00000164107","Degradome sequencing","negative","","validated"
"5700","tarbase","MIMAT0000099","hsa-miR-101-3p","SCAMP1","9522","ENSG00000085365","Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing","positive","","validated"
"5701","tarbase","MIMAT0000099","hsa-miR-101-3p","BAG3","9531","ENSG00000151929","Degradome sequencing","negative","","validated"
"5702","tarbase","MIMAT0000099","hsa-miR-101-3p","WTAP","9589","ENSG00000146457","Degradome sequencing//Degradome sequencing","positive","","validated"
"5703","tarbase","MIMAT0000099","hsa-miR-101-3p","RAB36","9609","ENSG00000100228","Degradome sequencing","positive","","validated"
"5704","tarbase","MIMAT0000099","hsa-miR-101-3p","TTC37","9652","ENSG00000198677","Degradome sequencing","positive","","validated"
"5705","tarbase","MIMAT0000099","hsa-miR-101-3p","LPIN2","9663","ENSG00000101577","Degradome sequencing","positive","","validated"
"5706","tarbase","MIMAT0000099","hsa-miR-101-3p","KDM4A","9682","ENSG00000066135","Degradome sequencing","positive","","validated"
"5707","tarbase","MIMAT0000099","hsa-miR-101-3p","ARHGAP32","9743","ENSG00000134909","Degradome sequencing","positive","","validated"
"5708","tarbase","MIMAT0000099","hsa-miR-101-3p","URB2","9816","ENSG00000135763","Degradome sequencing","positive","","validated"
