"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032495","GO:0032495","response to muramyl dipeptide","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"8767/90933/1432/4792/7128/7431/182/26191/51510/55914/4851/5970/9181/64127/55765/23641/55577/64170/22861/10392",20
"GO:0032986","GO:0032986","protein-DNA complex disassembly","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"4609/6598/6599/6602/8289/196528/6749/11198/6597/6603/9349/4778/6418/3159/6601/7141/83743/92815/6604/6605",20
"GO:0033962","GO:0033962","P-body assembly","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"8994/57472/1656/1778/56478/219988/255967/23019/149041/26065/4848/246175/25819/29883/27258/80153/6311/9924/25804/197135",20
"GO:0034471","GO:0034471","ncRNA 5'-end processing","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"29777/54974/27340/138716/6741/54931/54913/10799/10556/10775/10248/10557/10607/11102/9692/3028/10940/51367/161424/8602",20
"GO:0048670","GO:0048670","regulation of collateral sprouting","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"2045/8408/9798/23111/10507/3475/56963/2258/5802/627/6696/23566/4803/1946/1382/1630/9706/89780/23105/8153",20
"GO:0060973","GO:0060973","cell migration involved in heart development","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"6591/1906/11149/652/55897/10512/5159/9464/5308/23767/4851/65009/998/7291/6910/655/2022/2348/1909/8642",20
"GO:0071379","GO:0071379","cellular response to prostaglandin stimulus","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"2782/5562/5563/10270/112/5581/5732/54331/7292/207/3371/5080/31/8644/1646/5734/5031/6422/5729/5737",20
"GO:0090043","GO:0090043","regulation of tubulin deacetylation","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"4137/5562/5563/1810/2033/51562/8850/11076/56271/11091/4752/57325/55689/26009/10129/6871/2339/2648/112869/10013",20
"GO:0090189","GO:0090189","regulation of branching involved in ureteric bud morphogenesis","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"3217/55366/3975/652/9500/6608/7422/9241/6662/6495/2668/26585/51804/30812/4070/10736/183/7482/7849/5076",20
"GO:0097049","GO:0097049","motor neuron apoptotic process","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"387/596/355/1386/6416/51542/4747/2065/6093/6505/80208/3745/581/7786/5609/104/8772/1271/9244/8882",20
"GO:0097284","GO:0097284","hepatocyte apoptotic process","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"5925/6789/839/382/1386/3480/5562/5563/8837/103/5465/598/3875/5294/1788/2934/6788/637/283120/3856",20
"GO:0099010","GO:0099010","modification of postsynaptic structure","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"387/388/5216/6780/7074/54583/5908/5217/10810/25978/83992/8936/27145/10458/23191/11346/9912/6710/1812/3706",20
"GO:1902683","GO:1902683","regulation of receptor localization to synapse","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"102/8473/27020/81831/3690/1605/1627/3265/8417/5906/51304/10815/2239/5590/10082/56850/9912/160622/7305/23096",20
"GO:2000047","GO:2000047","regulation of cell-cell adhesion mediated by cadherin","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"3169/7474/10076/201627/4301/9647/8728/7422/7082/4855/28984/4851/10211/4072/654/5345/3170/340533/89780/10459",20
"GO:2000738","GO:2000738","positive regulation of stem cell differentiation","20/14183","21/18870",0.0197090764843112,0.0513725744108447,0.0277212583679882,"5764/2296/2247/170506/6662/11051/55553/7042/23788/121340/6660/221662/6939/1482/11137/6910/4054/4070/51548/3214",20
"GO:0006641","GO:0006641","triglyceride metabolic process","89/14183","106/18870",0.0197553875552038,0.0514722342147644,0.0277750359955462,"9926/1373/3949/6400/6720/23175/23399/150094/10524/80025/7376/8694/23411/949/3638/11343/79718/255919/5781/57678/6653/145264/255738/55294/2180/5408/9663/23259/6583/26291/4023/857/51099/3988/51141/5106/5294/80339/11145/718/847/22863/221955/5105/350/8443/13/150379/10555/336/137964/1374/8228/346606/10062/151056/64788/9104/9388/63924/339/80168/3991/84803/341/440503/3990/57104/79143/128486/256356/376497/2876/348/338/150763/116255/7148/337/345/392636/84879/27141/64900/8513/2822/84649/1071/2784",89
"GO:0000271","GO:0000271","polysaccharide biosynthetic process","57/14183","66/18870",0.0198312939596657,0.0516067114760922,0.027847601541436,"1213/8660/3481/3643/5499/5509/8445/9852/10690/8509/3340/5500/5167/64579/4790/2932/3037/51763/55790/10580/89801/90673/3667/207/7360/79660/34/2997/208/8864/55454/2931/55829/2998/9572/5155/9653/3479/3036/3038/23178/2632/178/2131/3630/7040/160/2992/5507/5261/10728/5506/2132/55512/5260/1950/9348",57
"GO:0001756","GO:0001756","somitogenesis","57/14183","66/18870",0.0198312939596657,0.0516067114760922,0.027847601541436,"51176/7157/5591/2296/7474/57534/441478/9968/79728/3975/8313/3516/4089/10959/23509/55897/2033/4040/4824/10512/10683/28514/472/5100/5663/22943/57669/10006/2294/4088/4851/5362/7516/4617/6423/6939/657/1044/23242/9573/56983/1045/54475/2303/2648/6422/8854/6881/3955/4222/4618/9096/84667/8557/27023/89780/85407",57
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","57/14183","66/18870",0.0198312939596657,0.0516067114760922,0.027847601541436,"5962/5216/6712/6840/10565/29767/85464/136319/256949/5756/118/120/11078/54434/91663/5580/6711/9168/2059/5217/85477/119/9353/822/829/2039/6709/55604/57482/832/80206/585/8195/50853/830/7114/2314/51571/54961/23189/2934/25959/11013/11344/163782/286527/10677/9026/6708/6710/146206/57731/51332/25802/7111/7429/29765",57
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","108/14183","130/18870",0.0199469467152637,0.0518864862923981,0.0279985713936698,"22976/4436/4292/6885/7037/8767/4277/51111/84787/112441434/118460/3572/23411/55183/7158/7468/975/3569/6504/7855/84807/920/3329/567/1604/2625/3553/3554/3592/5321/22890/135250/8631/7292/51561/80328/5819/100507436/29126/79915/7189/8417/55122/7124/10892/338322/6891/440275/3133/80329/56941/5027/100/718/6778/9466/10673/64127/30009/64332/163486/3263/5588/911/54209/3105/3107/91543/5590/3593/64581/3717/3606/8809/29108/51571/23529/79465/51010/3106/54440/7040/8772/5817/5395/7186/81545/7784/64170/8741/7297/940/5788/3140/912/3135/3077/913/2208/958/909/10865/114548/10459/10666/3594/3134/3122",108
"GO:0050866","GO:0050866","negative regulation of cell activation","181/14183","223/18870",0.0199693708961211,0.0519236233051733,0.028018610971946,"558/1051/9655/3398/836/3949/384/2335/4092/11146/51043/55824/56940/84959/941/441478/54542/5777/6522/221395/64844/861/1845/2729/7128/9306/57162/80762/4067/652/5580/51083/149041/2064/5573/79679/9231/10457/6385/27242/83593/865/472/942/1739/2615/3598/3624/3659/5154/5156/6664/7056/10019/26191/23208/55024/10385/2294/7292/3902/2852/284467/100507436/8651/29126/864/5270/10875/140685/145581/383/3623/30814/339390/2737/3440/239/8379/972/3456/7301/80380/84524/387597/2241/604/301/430/9572/4345/3142/53833/868/9750/945/2147/5155/6441/25793/30009/92196/1269/2267/10464/54209/84695/374403/114770/2896/5585/7805/80149/5320/2213/6693/10062/3566/4846/8654/8995/10461/83737/3586/3965/5074/5621/27342/57045/634/284021/9984/282618/4192/4332/114897/284194/10039/3620/23495/79626/3958/928/1840/6422/7001/133396/348/1268/5771/6376/8764/25807/23513/23240/5322/3146/8832/10859/6688/5788/3135/3718/6469/11314/3077/5897/7940/7305/1511/11117/201633/170692/8530/259307/64115/3549/3635/613/5592/3134",181
"GO:0050905","GO:0050905","neuromuscular process","134/14183","163/18870",0.0200046398263966,0.0519941148505815,0.0280566490567691,"3198/3759/3236/1147/1200/1756/3164/3320/4130/5048/7515/9446/9456/23077/26047/28996/51542/92241/9543/25953/57338/84197/4747/23261/1760/2903/3226/23336/2055/113246/7846/4204/2475/2395/5458/2643/351/3708/8622/1311/3736/1813/9378/6323/4621/2257/2307/1855/143187/112476/7349/23111/16/5587/10269/26058/57680/8925/23621/25/220/1201/4683/5459/6507/7124/8506/50944/54715/55737/7988/55330/57555/79876/5728/1496/6939/54112/84189/104/6198/10083/23287/342667/57152/5881/9215/2760/6769/7138/5457/1742/2741/7134/1639/4882/7345/6547/7125/3073/2548/2629/2743/89/2895/2946/6833/4861/7135/7137/79784/497189/64072/246329/7136/8557/84504/4625/57731/1134/65217/429/1909/1812/2636/5830/613/3074/51761/111/3764/2905/64220/2906",134
"GO:0030239","GO:0030239","myofibril assembly","61/14183","71/18870",0.020239942026475,0.0525628160288203,0.0283635270452081,"6722/1073/71/1906/5339/29767/4089/10398/3688/4205/5573/8837/7168/3880/5156/5159/7139/79933/4633/1466/4621/8048/10324/4624/5587/9948/88/11214/84665/70/51804/1482/81569/27302/80206/5629/27063/7138/2314/10529/84033/5239/58/1465/2318/7273/4629/3856/11155/23363/9172/58529/8557/4625/200539/4703/25802/825/4892/7111/29765",61
"GO:0045911","GO:0045911","positive regulation of DNA recombination","61/14183","71/18870",0.020239942026475,0.0525628160288203,0.0283635270452081,"22976/4436/60/142/2521/4292/7037/7320/8295/55257/57634/64769/80314/196528/10524/26122/57599/51111/84787/112441434/86/10635/118460/9643/10933/55183/7158/7468/10097/7292/54799/79915/6944/54556/55135/2068/113510/10856/56941/6778/64210/51588/8607/30009/10902/2187/23529/51010/7040/8914/55929/5395/8089/8741/940/5788/154288/958/441161/51149/10459",61
"GO:0017158","GO:0017158","regulation of calcium ion-dependent exocytosis","35/14183","39/18870",0.0204019744699101,0.0528758777131911,0.0285324588913748,"5978/488/9066/5908/23208/3745/4851/2771/6857/6861/6812/255057/22895/192683/8372/22930/127833/8447/150/6814/57586/6804/1020/5864/91683/7784/6860/8941/9501/51760/148281/90019/8448/8938/143425",35
"GO:0043550","GO:0043550","regulation of lipid kinase activity","35/14183","39/18870",0.0204019744699101,0.0528758777131911,0.0285324588913748,"5925/4137/5525/5934/113791/116986/3815/5933/1236/1915/2247/9711/1917/2261/2321/5156/5159/8503/3667/5587/5295/2046/64805/22863/64127/2147/6366/8525/5296/7040/124997/6363/55626/7010/29062",35
"GO:0045823","GO:0045823","positive regulation of heart contraction","35/14183","39/18870",0.0204019744699101,0.0528758777131911,0.0285324588913748,"488/1906/3320/5144/5997/59272/7168/2643/133/1139/1907/6505/147/153/1113/7349/5999/7042/2931/100/55800/476/1482/3270/1908/100506013/477/79924/6870/54795/3784/6262/23493/552/8862",35
"GO:0051938","GO:0051938","L-glutamate import","35/14183","39/18870",0.0204019744699101,0.0528758777131911,0.0285324588913748,"6509/10165/23204/51542/54407/3766/2055/3688/23657/4763/5663/6505/11230/6506/6507/7124/8864/6519/6812/145389/22930/84062/477/79751/8604/10550/8564/2780/57030/6833/2911/6512/57084/83733/3764",35
"GO:0060999","GO:0060999","positive regulation of dendritic spine development","35/14183","39/18870",0.0204019744699101,0.0528758777131911,0.0285324588913748,"5597/4076/1982/1902/5048/7074/29904/80823/23613/84298/2332/4204/170506/9231/22849/5649/1627/5663/27067/54149/2048/50944/57555/100132074/7804/22871/65981/348/10458/8536/8550/816/6792/9148/3706",35
"GO:0022602","GO:0022602","ovulation cycle process","44/14183","50/18870",0.020468620740791,0.0529839642490094,0.0285907836847083,"9510/836/59338/2099/835/23411/91603/8879/1081/1139/2069/3624/5156/5806/6092/8204/9353/4851/4313/49855/7042/3973/7130/658/6777/3814/2660/4846/6714/2492/4882/2/7784/8322/5241/5608/7043/174/2620/4880/6586/56729/5798/268",44
"GO:0044788","GO:0044788","modulation by host of viral process","44/14183","50/18870",0.020468620740791,0.0529839642490094,0.0285907836847083,"858/8411/64710/440026/64848/51114/3312/5868/128637/253832/79677/2332/1072/1915/9218/10605/2040/2194/3482/5806/4057/9475/5289/29801/5245/54606/440275/5297/998/3429/8812/25827/23137/325/5479/80149/8934/9189/5091/348/53349/91392/5702/1436",44
"GO:0060976","GO:0060976","coronary vasculature development","44/14183","50/18870",0.020468620740791,0.0529839642490094,0.0285907836847083,"6722/639/7049/7046/2627/4091/8829/11064/196528/187/3340/84516/652/55897/163/2247/10427/7422/5159/9464/144165/2852/9784/4851/7541/93649/6899/79659/161742/29072/11174/1954/5754/10454/100506013/6910/51684/23129/10060/23493/8862/3764/118856/4036",44
"GO:0033273","GO:0033273","response to vitamin","73/14183","86/18870",0.0205770532465178,0.0532430208445222,0.028730573736083,"6591/4193/1277/5743/5292/3480/4131/5579/7706/8614/23530/10631/5469/3673/83990/6648/22938/7298/1032/2281/9365/54332/875/5251/6781/3552/3988/4524/8805/3627/5970/3371/4330/6696/7421/8942/3141/590/847/1543/1591/1592/5009/5914/7252/8074/64332/360/8678/860/2621/2153/1788/210/1594/25959/6569/655/249/2348/6422/8854/2876/706/4968/219931/2056/56603/632/2242/958/6256/429",73
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","177/14183","218/18870",0.0207488525232483,0.0536657618225087,0.0289586898468268,"5764/4893/3915/595/6667/4609/8660/4853/10413/2260/7046/7494/858/3164/3339/3481/7474/8829/253260/441478/6934/187/57599/80139/56005/2683/3091/5469/6774/1499/3516/7128/10765/128239/652/284361/5293/2064/23411/367/2247/8324/6608/8837/7422/3690/7428/10000/9241/6776/374/2246/3037/3148/3162/3676/4763/6431/6662/6664/9037/9420/9982/55109/79031/79805/7060/57608/207/5587/6868/405/2152/9076/4851/8626/3265/5335/7039/57142/6899/6387/185/1956/2138/5170/5578/6239/7124/7424/7857/51157/1893/2324/6489/572/998/728/1960/6690/8013/8828/64127/4830/7291/3142/657/1012/1482/3249/5155/10016/3479/116039/7476/3373/100506013/57343/1750/2896/5629/860/1749/94/283/6331/654/3586/7051/54959/57804/3791/4192/2658/5228/25865/57521/2263/3912/6369/6422/10344/252983/255324/51548/57504/113174/653/4831/538/4838/283131/5365/51162/3146/1001/2254/2255/2624/6469/49860/130497/3167/8862/84432/89780/1950/3549/8742/2277/5068/5798/130120/5076/10013/7010/114821",177
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","115/14183","139/18870",0.0210733419307306,0.0544829241884569,0.0293996404772913,"7070/55636/57214/801/808/817/1756/2280/2316/3064/3709/9446/10523/84959/5777/7226/9472/187/23236/57338/79041/30001/6622/805/5144/5311/25998/4067/5581/1236/1649/2247/255231/22821/3690/287/623/1729/2281/3708/3932/1813/6546/2852/5587/56704/79085/5335/7220/3627/25/581/3954/3973/5170/5336/6717/8989/11151/55151/196541/5027/1193/845/2147/3270/5332/2811/3710/6366/9474/55283/57190/477/8996/6373/27069/5350/5031/5566/53373/662/2812/5331/1535/2149/6376/2946/4283/2815/219931/775/51196/1234/3356/309/6262/6363/5788/5333/9651/6261/9001/23007/54923/201140/6348/1812/6263/2185/387129/825/9002/57158/57192",115
"GO:0030183","GO:0030183","B cell differentiation","126/14183","153/18870",0.0213554538901017,0.0551899057751898,0.029781136235524,"56262/596/6670/4436/3398/4853/2146/7157/7494/5591/677/4066/5795/7528/96459/5777/3815/1316/3516/10014/51341/5293/678/2033/3688/7163/359948/6850/3569/28514/1054/472/602/1380/3589/3624/3676/4242/7155/22890/8503/3394/6482/2355/5295/6868/4189/25/581/3574/3623/5336/10892/23228/84447/112616/139818/3440/9734/3456/572/10312/604/100/3956/9678/10673/10758/7412/578/6777/64332/338376/64421/343/59067/2874/4323/55012/2213/56832/57379/9759/3586/6929/7922/29760/285282/1015/23529/5450/5296/3087/6422/55619/55795/84433/292/5771/79840/9730/3439/3955/22806/55846/6688/5788/973/3718/5896/5897/974/4914/3445/5079/56833/8326/3442/259307/54106/9452/3635/150372/2185/3561/3451",126
"GO:0002063","GO:0002063","chondrocyte development","30/14183","33/18870",0.0214705542598401,0.0552139347984465,0.0297941025851701,"7048/871/4092/51320/54928/55959/8313/25987/659/50515/22856/23213/5744/6662/1311/9451/1893/5916/658/6423/4488/860/2131/8817/1301/359845/85301/3207/55512/6474",30
"GO:0030511","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","30/14183","33/18870",0.0214705542598401,0.0552139347984465,0.0297941025851701,"7057/7049/28996/54778/201163/4221/4089/7041/22938/2033/8516/9839/3326/6386/4435/6868/6794/255743/93649/1387/10755/81031/10370/54976/55612/1028/1030/3622/8312/7148",30
"GO:0033198","GO:0033198","response to ATP","30/14183","33/18870",0.0214705542598401,0.0552139347984465,0.0297941025851701,"7184/5743/5025/54434/5167/10518/3767/3553/4907/5029/6872/7155/7222/5026/64805/5027/24145/9127/54795/57026/10060/22953/1791/1609/5024/6263/5032/5023/5028/3764",30
"GO:0036336","GO:0036336","dendritic cell migration","30/14183","33/18870",0.0214705542598401,0.0552139347984465,0.0297941025851701,"708/7226/1236/6352/6504/2059/3592/7852/5294/51676/998/1230/6366/2621/8995/811/2131/3965/240/54795/3146/1234/6688/6363/81704/56833/3577/3579/7984/1235",30
"GO:0060914","GO:0060914","heart formation","30/14183","33/18870",0.0214705542598401,0.0552139347984465,0.0297941025851701,"5292/4208/7474/8313/1499/3516/652/2013/55897/3280/650/6092/9464/22943/6091/4851/6495/2138/657/3670/6604/54903/2131/6910/7481/2348/221496/282996/140628/4036",30
